fasta_file_Name	X_sequence_name	X_number_internal_stop_codons	X_positions_internal_stop_codons	X_initial_sequence_length	Y_sequence_name	Y_number_stop_codons	Y_positions_stop_codons	Y_initial_sequence_length	final_XY_sequence_length	dS
chr12_001711.1	_chr12_001711.1_X	0		1578	_chr12_001711.1_Y	0		1578	1578	0.0073
chr12_001712.1	_chr12_001712.1_X	0		120	_chr12_001712.1_Y	0		120	120	0
chr12_001714.1	_chr12_001714.1_X	0		336	_chr12_001714.1_Y	0		336	336	0.0333
chr12_001717.1	_chr12_001717.1_X	0		1185	_chr12_001717.1_Y	0		1185	1185	0.0201
chr12_001719.1	_chr12_001719.1_X	0		2091	_chr12_001719.1_Y	0		2091	2091	0.0040
chr12_001727.1	_chr12_001727.1_X	0		906	_chr12_001727.1_Y	0		906	906	0
chr12_001728.1	_chr12_001728.1_X	0		1593	_chr12_001728.1_Y	0		1593	1593	0.0094
chr12_001730.1	_chr12_001730.1_X	0		474	_chr12_001730.1_Y	0		474	474	0.0162
chr12_001731.1	_chr12_001731.1_X	0		996	_chr12_001731.1_Y	0		996	996	0
chr12_001733.1	_chr12_001733.1_X	0		1164	_chr12_001733.1_Y	0		1164	1164	0.0294
chr12_001743.1	_chr12_001743.1_X	0		846	_chr12_001743.1_Y	0		846	846	0.0103
chr12_001745.1	_chr12_001745.1_X	0		507	_chr12_001745.1_Y	0		507	507	0.0262
chr12_001746.1	_chr12_001746.1_X	0		1716	_chr12_001746.1_Y	0		1716	1716	0.0096
chr12_001748.1	_chr12_001748.1_X	0		1947	_chr12_001748.1_Y	0		1947	1947	0.0286
chr12_001749.1	_chr12_001749.1_X	0		2193	_chr12_001749.1_Y	0		2193	2193	0.0018
chr12_001750.1	_chr12_001750.1_X	0		759	_chr12_001750.1_Y	0		759	759	0
chr12_001752.1	_chr12_001752.1_X	0		1752	_chr12_001752.1_Y	0		1752	1752	0
chr12_001764.1	_chr12_001764.1_X	0		1110	_chr12_001764.1_Y	0		1110	1110	0
chr12_001766.1	_chr12_001766.1_X	0		1926	_chr12_001766.1_Y	0		1926	1926	0.0043
chr12_001770.1	_chr12_001770.1_X	0		828	_chr12_001770.1_Y	0		828	828	0
chr12_001781.1	_chr12_001781.1_X	0		4116	_chr12_001781.1_Y	0		4116	4116	0
chr12_001782.1	_chr12_001782.1_X	0		1113	_chr12_001782.1_Y	0		1113	1113	0
chr12_001783.1	_chr12_001783.1_X	0		1383	_chr12_001783.1_Y	0		1383	1383	0
chr12_001784.1	_chr12_001784.1_X	0		723	_chr12_001784.1_Y	0		723	723	0
chr12_001787.1	_chr12_001787.1_X	0		729	_chr12_001787.1_Y	0		729	729	0
chr12_001796.1	_chr12_001796.1_X	0		2751	_chr12_001796.1_Y	0		2751	2751	0
chr12_001797.1	_chr12_001797.1_X	0		1197	_chr12_001797.1_Y	0		1197	1197	0
chr12_001798.1	_chr12_001798.1_X	0		1158	_chr12_001798.1_Y	0		1158	1158	0
chr12_001801.1	_chr12_001801.1_X	0		1251	_chr12_001801.1_Y	0		1251	1251	0.0034
chr12_001805.1	_chr12_001805.1_X	0		1146	_chr12_001805.1_Y	0		1146	1146	0
chr12_001806.1	_chr12_001806.1_X	0		2115	_chr12_001806.1_Y	0		2115	2115	0
chr12_001808.1	_chr12_001808.1_X	0		1035	_chr12_001808.1_Y	0		1035	1035	0
chr12_001811.1	_chr12_001811.1_X	0		1182	_chr12_001811.1_Y	0		1182	1182	0
chr12_001815.1	_chr12_001815.1_X	0		1521	_chr12_001815.1_Y	0		1521	1521	0
chr12_001817.1	_chr12_001817.1_X	0		660	_chr12_001817.1_Y	0		660	660	0
chr12_001818.1	_chr12_001818.1_X	0		492	_chr12_001818.1_Y	0		492	492	0
chr12_001819.1	_chr12_001819.1_X	0		1785	_chr12_001819.1_Y	0		1785	1785	0
chr12_001820.1	_chr12_001820.1_X	0		1128	_chr12_001820.1_Y	0		1128	1128	0
chr12_001825.1	_chr12_001825.1_X	0		1662	_chr12_001825.1_Y	0		1662	1662	0
chr12_001855.1	_chr12_001855.1_X	0		1662	_chr12_001855.1_Y	0		1662	1662	0
chr12_001857.1	_chr12_001857.1_X	0		2676	_chr12_001857.1_Y	0		2676	2676	0
chr12_001858.1	_chr12_001858.1_X	0		2184	_chr12_001858.1_Y	0		2184	2184	0
chr12_001859.1	_chr12_001859.1_X	0		2613	_chr12_001859.1_Y	0		2613	2613	0
chr12_001861.1	_chr12_001861.1_X	0		525	_chr12_001861.1_Y	0		525	525	0.0065
chr12_001878.1	_chr12_001878.1_X	0		2139	_chr12_001878.1_Y	0		2139	2139	0
chr12_001883.1	_chr12_001883.1_X	0		3831	_chr12_001883.1_Y	0		3831	3831	0.0019
chr12_001884.1	_chr12_001884.1_X	0		702	_chr12_001884.1_Y	0		702	702	0
chr12_001886.1	_chr12_001886.1_X	0		999	_chr12_001886.1_Y	0		999	999	0
chr12_001887.1	_chr12_001887.1_X	0		1002	_chr12_001887.1_Y	0		1002	1002	0
chr12_001896.1	_chr12_001896.1_X	0		1599	_chr12_001896.1_Y	0		1599	1599	0
chr12_001898.1	_chr12_001898.1_X	0		1305	_chr12_001898.1_Y	0		1305	1305	0
chr12_001899.1	_chr12_001899.1_X	0		1671	_chr12_001899.1_Y	0		1671	1671	0.0026
chr12_001901.1	_chr12_001901.1_X	0		1605	_chr12_001901.1_Y	0		1605	1605	0.0023
chr12_001905.1	_chr12_001905.1_X	0		858	_chr12_001905.1_Y	0		858	858	0
chr12_001906.1	_chr12_001906.1_X	0		951	_chr12_001906.1_Y	0		951	951	0
chr12_001910.1	_chr12_001910.1_X	0		1044	_chr12_001910.1_Y	0		1044	1044	0
chr12_001914.1	_chr12_001914.1_X	0		858	_chr12_001914.1_Y	0		858	858	0
chr12_001922.1	_chr12_001922.1_X	0		2337	_chr12_001922.1_Y	0		2337	2337	0
chr12_001925.1	_chr12_001925.1_X	0		981	_chr12_001925.1_Y	0		981	981	0.0380
chr12_001926.1	_chr12_001926.1_X	0		957	_chr12_001926.1_Y	0		957	957	0
chr12_001927.1	_chr12_001927.1_X	0		1452	_chr12_001927.1_Y	0		1452	1452	0
chr12_001945.1	_chr12_001945.1_X	0		831	_chr12_001945.1_Y	0		831	831	0
chr12_001954.1	_chr12_001954.1_X	0		3801	_chr12_001954.1_Y	0		3801	3801	0.0531
chr12_001955.1	_chr12_001955.1_X	0		1230	_chr12_001955.1_Y	0		1230	1230	0
chr12_001958.1	_chr12_001958.1_X	0		561	_chr12_001958.1_Y	0		561	561	0
chr12_001961.1	_chr12_001961.1_X	0		447	_chr12_001961.1_Y	0		447	447	0
chr12_001963.1	_chr12_001963.1_X	0		1326	_chr12_001963.1_Y	0		1326	1326	0
chr12_001971.1	_chr12_001971.1_X	0		1266	_chr12_001971.1_Y	0		1266	1266	0
chr12_001972.1	_chr12_001972.1_X	0		1737	_chr12_001972.1_Y	0		1737	1737	0
chr12_001975.1	_chr12_001975.1_X	0		2358	_chr12_001975.1_Y	0		2358	2358	0
chr12_001976.1	_chr12_001976.1_X	0		1770	_chr12_001976.1_Y	0		1770	1770	0
chr12_001977.1	_chr12_001977.1_X	0		6633	_chr12_001977.1_Y	0		6633	6633	0
chr12_001990.1	_chr12_001990.1_X	0		1248	_chr12_001990.1_Y	0		1248	1248	0
chr12_001993.1	_chr12_001993.1_X	0		513	_chr12_001993.1_Y	0		513	513	0
chr12_001994.1	_chr12_001994.1_X	0		1176	_chr12_001994.1_Y	0		1176	1176	0
chr12_001998.1	_chr12_001998.1_X	0		2004	_chr12_001998.1_Y	0		2004	2004	0
chr12_002003.1	_chr12_002003.1_X	0		1113	_chr12_002003.1_Y	0		1113	1113	0
chr12_002004.1	_chr12_002004.1_X	0		1380	_chr12_002004.1_Y	0		1380	1380	0
chr12_002005.1	_chr12_002005.1_X	0		927	_chr12_002005.1_Y	0		927	927	0
chr12_002006.1	_chr12_002006.1_X	0		1329	_chr12_002006.1_Y	0		1329	1329	0
chr12_002015.1	_chr12_002015.1_X	0		1002	_chr12_002015.1_Y	0		1002	1002	0.0040
chr12_002038.1	_chr12_002038.1_X	0		531	_chr12_002038.1_Y	0		531	531	0
chr12_002039.1	_chr12_002039.1_X	0		1053	_chr12_002039.1_Y	0		1053	1053	0
chr12_002040.1	_chr12_002040.1_X	0		387	_chr12_002040.1_Y	0		387	387	0
chr12_002068.1	_chr12_002068.1_X	0		1950	_chr12_002068.1_Y	0		1950	1950	0.0024
chr12_002071.1	_chr12_002071.1_X	0		999	_chr12_002071.1_Y	0		999	999	0
chr12_002072.1	_chr12_002072.1_X	0		1017	_chr12_002072.1_Y	0		1017	1017	0
chr12_002074.1	_chr12_002074.1_X	0		1041	_chr12_002074.1_Y	0		1041	1041	0
chr12_002075.1	_chr12_002075.1_X	0		672	_chr12_002075.1_Y	0		672	672	0
chr12_002076.1	_chr12_002076.1_X	0		1185	_chr12_002076.1_Y	0		1185	1185	0
chr12_002082.1	_chr12_002082.1_X	0		1725	_chr12_002082.1_Y	0		1725	1725	0
chr12_002083.1	_chr12_002083.1_X	0		1059	_chr12_002083.1_Y	0		1059	1059	0.0072
chr12_002085.1	_chr12_002085.1_X	0		855	_chr12_002085.1_Y	0		855	855	0
chr12_002086.1	_chr12_002086.1_X	0		1998	_chr12_002086.1_Y	0		1998	1998	0
chr12_002093.1	_chr12_002093.1_X	0		1959	_chr12_002093.1_Y	0		1959	1959	0
chr12_002142.1	_chr12_002142.1_X	0		3444	_chr12_002142.1_Y	0		3444	3444	0
chr12_002143.1	_chr12_002143.1_X	0		1203	_chr12_002143.1_Y	0		1203	1203	0.0035
chr12_002144.1	_chr12_002144.1_X	0		1092	_chr12_002144.1_Y	0		1092	1092	0.0109
chr12_002145.1	_chr12_002145.1_X	0		1854	_chr12_002145.1_Y	0		1854	1854	0
chr12_002146.1	_chr12_002146.1_X	0		900	_chr12_002146.1_Y	0		900	900	0
chr12_002150.1	_chr12_002150.1_X	0		324	_chr12_002150.1_Y	0		324	324	0
chr12_002151.1	_chr12_002151.1_X	0		1374	_chr12_002151.1_Y	0		1374	1374	0
chr12_002152.1	_chr12_002152.1_X	0		3450	_chr12_002152.1_Y	0		3450	3450	0
chr12_002545.1	_chr12_002545.1_X	0		1725	_chr12_002545.1_Y	0		1725	1725	0.0049
chr12_002999.1	_chr12_002999.1_X	0		240	_chr12_002999.1_Y	0		240	240	0
chr12_003051.1	_chr12_003051.1_X	0		879	_chr12_003051.1_Y	0		879	879	0
chr12_003053.1	_chr12_003053.1_X	0		744	_chr12_003053.1_Y	0		744	744	0
chr12_003054.1	_chr12_003054.1_X	0		2295	_chr12_003054.1_Y	0		2295	2295	0.0018
chr12_003059.1	_chr12_003059.1_X	0		1548	_chr12_003059.1_Y	0		1548	1548	0
chr12_003060.1	_chr12_003060.1_X	0		738	_chr12_003060.1_Y	0		738	738	0.0050
chr12_003062.1	_chr12_003062.1_X	0		750	_chr12_003062.1_Y	0		750	750	0.0120
chr12_003068.1	_chr12_003068.1_X	0		2970	_chr12_003068.1_Y	0		2970	2970	0
chr12_003069.1	_chr12_003069.1_X	0		1506	_chr12_003069.1_Y	0		1506	1506	0.0023
chr12_003071.1	_chr12_003071.1_X	0		1935	_chr12_003071.1_Y	0		1935	1935	0
chr12_003083.1	_chr12_003083.1_X	0		2706	_chr12_003083.1_Y	0		2706	2706	0
chr12_003084.1	_chr12_003084.1_X	0		864	_chr12_003084.1_Y	0		864	864	0
chr12_003087.1	_chr12_003087.1_X	0		3576	_chr12_003087.1_Y	0		3576	3576	0
chr12_003091.1	_chr12_003091.1_X	0		2103	_chr12_003091.1_Y	0		2103	2103	0
chr12_003093.1	_chr12_003093.1_X	0		1344	_chr12_003093.1_Y	0		1344	1344	0
chr12_003099.1	_chr12_003099.1_X	0		573	_chr12_003099.1_Y	0		573	573	0
chr12_003123.1	_chr12_003123.1_X	0		1233	_chr12_003123.1_Y	0		1233	1233	0
chr12_003127.1	_chr12_003127.1_X	0		852	_chr12_003127.1_Y	0		852	852	0
chr12_003129.1	_chr12_003129.1_X	0		1341	_chr12_003129.1_Y	0		1341	1341	0
chr12_003133.1	_chr12_003133.1_X	0		1290	_chr12_003133.1_Y	0		1290	1290	0
chr12_003144.1	_chr12_003144.1_X	0		7074	_chr12_003144.1_Y	0		7074	7074	0
chr12_003151.1	_chr12_003151.1_X	0		468	_chr12_003151.1_Y	0		468	468	0
chr12_003152.1	_chr12_003152.1_X	0		717	_chr12_003152.1_Y	0		717	717	0
chr12_003154.1	_chr12_003154.1_X	0		2049	_chr12_003154.1_Y	0		2049	2049	0
chr12_003156.1	_chr12_003156.1_X	0		6318	_chr12_003156.1_Y	0		6318	6318	0
chr12_003159.1	_chr12_003159.1_X	0		2604	_chr12_003159.1_Y	0		2604	2604	0
chr12_003160.1	_chr12_003160.1_X	0		2598	_chr12_003160.1_Y	0		2598	2598	0
chr12_003161.1	_chr12_003161.1_X	0		2073	_chr12_003161.1_Y	0		2073	2073	0
chr12_003162.1	_chr12_003162.1_X	0		1722	_chr12_003162.1_Y	0		1722	1722	0
chr12_003164.1	_chr12_003164.1_X	0		1281	_chr12_003164.1_Y	0		1281	1281	0
chr12_003165.1	_chr12_003165.1_X	0		2115	_chr12_003165.1_Y	0		2115	2115	0
chr12_003166.1	_chr12_003166.1_X	0		171	_chr12_003166.1_Y	0		171	171	0
chr12_003167.1	_chr12_003167.1_X	0		1557	_chr12_003167.1_Y	0		1557	1557	0
chr12_003171.1	_chr12_003171.1_X	0		3645	_chr12_003171.1_Y	0		3645	3645	0
chr12_003172.1	_chr12_003172.1_X	0		4059	_chr12_003172.1_Y	0		4059	4059	0
chr12_003174.1	_chr12_003174.1_X	0		1299	_chr12_003174.1_Y	0		1299	1299	0
chr12_003175.1	_chr12_003175.1_X	0		852	_chr12_003175.1_Y	0		852	852	0
chr12_003182.1	_chr12_003182.1_X	0		801	_chr12_003182.1_Y	0		801	801	0
chr12_003183.1	_chr12_003183.1_X	0		4461	_chr12_003183.1_Y	0		4461	4461	0
chr12_003184.1	_chr12_003184.1_X	0		4512	_chr12_003184.1_Y	0		4512	4512	0
chr12_003192.1	_chr12_003192.1_X	0		3015	_chr12_003192.1_Y	0		3015	3015	0
chr12_003198.1	_chr12_003198.1_X	0		1641	_chr12_003198.1_Y	0		1641	1641	0
chr12_003199.1	_chr12_003199.1_X	0		3945	_chr12_003199.1_Y	0		3945	3945	0
chr12_003200.1	_chr12_003200.1_X	0		2328	_chr12_003200.1_Y	0		2328	2328	0
chr12_003221.1	_chr12_003221.1_X	0		2049	_chr12_003221.1_Y	0		2049	2049	0
chr12_003222.1	_chr12_003222.1_X	0		1716	_chr12_003222.1_Y	0		1716	1716	0
chr12_003224.1	_chr12_003224.1_X	0		1023	_chr12_003224.1_Y	0		1023	1023	0
chr12_003228.1	_chr12_003228.1_X	0		1011	_chr12_003228.1_Y	0		1011	1011	0
chr12_003230.1	_chr12_003230.1_X	0		600	_chr12_003230.1_Y	0		600	600	0
chr12_003231.1	_chr12_003231.1_X	0		3534	_chr12_003231.1_Y	0		3534	3534	0
chr12_003239.1	_chr12_003239.1_X	0		2685	_chr12_003239.1_Y	0		2685	2685	0
chr12_003240.1	_chr12_003240.1_X	0		1014	_chr12_003240.1_Y	0		1014	1014	0
chr12_003241.1	_chr12_003241.1_X	0		1182	_chr12_003241.1_Y	0		1182	1182	0
chr12_003246.1	_chr12_003246.1_X	0		600	_chr12_003246.1_Y	0		600	600	0
chr12_003251.1	_chr12_003251.1_X	0		3288	_chr12_003251.1_Y	0		3288	3288	0.0011
chr12_003257.1	_chr12_003257.1_X	0		795	_chr12_003257.1_Y	0		795	795	0.0045
chr12_003258.1	_chr12_003258.1_X	0		2367	_chr12_003258.1_Y	0		2367	2367	0
chr12_003259.1	_chr12_003259.1_X	0		1014	_chr12_003259.1_Y	0		1014	1014	0.0037
chr12_003260.1	_chr12_003260.1_X	0		1254	_chr12_003260.1_Y	0		1254	1254	0.0033
chr12_003269.1	_chr12_003269.1_X	0		444	_chr12_003269.1_Y	0		444	444	0
chr12_003270.1	_chr12_003270.1_X	0		681	_chr12_003270.1_Y	0		681	681	0.0057
chr12_003277.1	_chr12_003277.1_X	0		609	_chr12_003277.1_Y	0		609	609	0
chr12_003287.1	_chr12_003287.1_X	0		597	_chr12_003287.1_Y	0		597	597	0
chr12_003288.1	_chr12_003288.1_X	0		195	_chr12_003288.1_Y	0		195	195	0
chr12_003290.1	_chr12_003290.1_X	0		333	_chr12_003290.1_Y	0		333	333	0
chr12_003298.1	_chr12_003298.1_X	0		1572	_chr12_003298.1_Y	0		1572	1572	0
chr12_003302.1	_chr12_003302.1_X	0		1098	_chr12_003302.1_Y	0		1098	1098	0
chr12_003304.1	_chr12_003304.1_X	0		2022	_chr12_003304.1_Y	0		2022	2022	0
chr12_003308.1	_chr12_003308.1_X	0		654	_chr12_003308.1_Y	0		654	654	0
chr12_003310.1	_chr12_003310.1_X	0		2571	_chr12_003310.1_Y	0		2571	2571	0
chr12_003312.1	_chr12_003312.1_X	0		1161	_chr12_003312.1_Y	0		1161	1161	0
chr12_003314.1	_chr12_003314.1_X	0		669	_chr12_003314.1_Y	0		669	669	0
chr12_003315.1	_chr12_003315.1_X	0		279	_chr12_003315.1_Y	0		279	279	0
chr12_003316.1	_chr12_003316.1_X	0		378	_chr12_003316.1_Y	0		378	378	0
chr12_003318.1	_chr12_003318.1_X	0		1464	_chr12_003318.1_Y	0		1464	1464	0
chr12_003323.1	_chr12_003323.1_X	0		540	_chr12_003323.1_Y	0		540	540	0
chr12_003324.1	_chr12_003324.1_X	0		1395	_chr12_003324.1_Y	0		1395	1395	0
chr12_003331.1	_chr12_003331.1_X	0		984	_chr12_003331.1_Y	0		984	984	0
chr12_003334.1	_chr12_003334.1_X	0		1968	_chr12_003334.1_Y	0		1968	1968	0
chr12_003348.1	_chr12_003348.1_X	0		963	_chr12_003348.1_Y	0		963	963	0.0043
chr12_003372.1	_chr12_003372.1_X	0		2121	_chr12_003372.1_Y	0		2121	2121	0
chr12_003374.1	_chr12_003374.1_X	0		972	_chr12_003374.1_Y	0		972	972	0
chr12_003382.1	_chr12_003382.1_X	0		1326	_chr12_003382.1_Y	0		1326	1326	0
chr12_003383.1	_chr12_003383.1_X	0		3048	_chr12_003383.1_Y	0		3048	3048	0.0013
chr12_003384.1	_chr12_003384.1_X	0		2022	_chr12_003384.1_Y	0		2022	2022	0
chr12_003405.1	_chr12_003405.1_X	0		762	_chr12_003405.1_Y	0		762	762	0
chr12_003407.1	_chr12_003407.1_X	0		2295	_chr12_003407.1_Y	0		2295	2295	0
chr12_003412.1	_chr12_003412.1_X	0		297	_chr12_003412.1_Y	0		297	297	0.0129
chr12_003413.1	_chr12_003413.1_X	0		1731	_chr12_003413.1_Y	0		1731	1731	0
chr12_003415.1	_chr12_003415.1_X	0		396	_chr12_003415.1_Y	0		396	396	0
chr12_003428.1	_chr12_003428.1_X	0		1374	_chr12_003428.1_Y	0		1374	1374	0
chr12_003437.1	_chr12_003437.1_X	0		2856	_chr12_003437.1_Y	0		2856	2856	0.0516
chr12_003438.1	_chr12_003438.1_X	0		534	_chr12_003438.1_Y	0		534	534	0.0143
chr12_003442.1	_chr12_003442.1_X	0		1212	_chr12_003442.1_Y	0		1212	1212	0.0035
chr12_003448.1	_chr12_003448.1_X	0		1014	_chr12_003448.1_Y	0		1014	1014	0.0251
chr12_003449.1	_chr12_003449.1_X	0		2055	_chr12_003449.1_Y	0		2055	2055	0
chr12_003450.1	_chr12_003450.1_X	0		1686	_chr12_003450.1_Y	0		1686	1686	0
chr12_003451.1	_chr12_003451.1_X	0		315	_chr12_003451.1_Y	0		315	315	0.0116
chr12_003452.1	_chr12_003452.1_X	0		1458	_chr12_003452.1_Y	0		1458	1458	0.0175
chr12_003462.1	_chr12_003462.1_X	0		702	_chr12_003462.1_Y	0		702	702	0.0804
chr12_003480.1	_chr12_003480.1_X	0		2574	_chr12_003480.1_Y	0		2574	2574	0.0044
chr12_003486.1	_chr12_003486.1_X	0		1758	_chr12_003486.1_Y	0		1758	1758	0.0039
chr12_003487.1	_chr12_003487.1_X	0		1344	_chr12_003487.1_Y	0		1344	1344	0.0166
chr12_003488.1	_chr12_003488.1_X	0		1353	_chr12_003488.1_Y	0		1353	1353	0.0342
chr12_003507.1	_chr12_003507.1_X	0		390	_chr12_003507.1_Y	0		390	390	0.0108
chr12_003508.1	_chr12_003508.1_X	0		2052	_chr12_003508.1_Y	0		2052	2052	0
chr12_003512.1	_chr12_003512.1_X	0		1647	_chr12_003512.1_Y	0		1647	1647	0.0111
chr12_003516.1	_chr12_003516.1_X	0		1380	_chr12_003516.1_Y	0		1380	1380	0.0195
chr12_003517.1	_chr12_003517.1_X	0		2073	_chr12_003517.1_Y	0		2073	2073	0.0187
chr12_003520.1	_chr12_003520.1_X	0		975	_chr12_003520.1_Y	0		975	975	0.0231
chr12_003541.1	_chr12_003541.1_X	0		522	_chr12_003541.1_Y	0		522	522	0.0152
chr12_003545.1	_chr12_003545.1_X	0		2289	_chr12_003545.1_Y	0		2289	2289	0
chr12_003550.1	_chr12_003550.1_X	0		2394	_chr12_003550.1_Y	0		2394	2394	0.0036
chr12_003552.1	_chr12_003552.1_X	0		1815	_chr12_003552.1_Y	0		1815	1815	0.0139
chr12_003553.1	_chr12_003553.1_X	0		795	_chr12_003553.1_Y	0		795	795	0.0104
chr12_003556.1	_chr12_003556.1_X	0		612	_chr12_003556.1_Y	0		612	612	0
chr12_003557.1	_chr12_003557.1_X	0		1380	_chr12_003557.1_Y	0		1380	1380	0.0393
chr12_003558.1	_chr12_003558.1_X	0		489	_chr12_003558.1_Y	0		489	489	0.0528
chr12_003573.1	_chr12_003573.1_X	0		576	_chr12_003573.1_Y	0		576	576	0.0472
chr12_003574.1	_chr12_003574.1_X	0		402	_chr12_003574.1_Y	0		402	402	0.0259
chr12_003578.1	_chr12_003578.1_X	0		900	_chr12_003578.1_Y	0		900	900	0
chr12_003581.1	_chr12_003581.1_X	0		1431	_chr12_003581.1_Y	0		1431	1431	0.0054
chr12_003590.1	_chr12_003590.1_X	0		780	_chr12_003590.1_Y	0		780	780	0.0317
chr12_003591.1	_chr12_003591.1_X	0		948	_chr12_003591.1_Y	0		948	948	0.0390
chr12_003592.1	_chr12_003592.1_X	0		2421	_chr12_003592.1_Y	0		2421	2421	0.0203
chr12_003594.1	_chr12_003594.1_X	0		2160	_chr12_003594.1_Y	0		2160	2160	0.0142
chr12_003595.1	_chr12_003595.1_X	0		1872	_chr12_003595.1_Y	0		1872	1872	0.0133
chr12_003603.1	_chr12_003603.1_X	0		771	_chr12_003603.1_Y	0		771	771	0.0059
chr12_003606.1	_chr12_003606.1_X	0		1083	_chr12_003606.1_Y	0		1083	1083	0.0033
chr12_003610.1	_chr12_003610.1_X	0		462	_chr12_003610.1_Y	0		462	462	0.0080
chr12_003616.1	_chr12_003616.1_X	0		1737	_chr12_003616.1_Y	0		1737	1737	0.0293
chr12_003617.1	_chr12_003617.1_X	0		2904	_chr12_003617.1_Y	0		2904	2904	0.0271
chr12_003618.1	_chr12_003618.1_X	0		1710	_chr12_003618.1_Y	0		1710	1710	0.0105
chr12_003621.1	_chr12_003621.1_X	0		1299	_chr12_003621.1_Y	1	,880	1299	1299	0.0304
chr12_003622.1	_chr12_003622.1_X	0		429	_chr12_003622.1_Y	0		429	429	0.0076
chr12_003632.1	_chr12_003632.1_X	0		879	_chr12_003632.1_Y	0		879	879	0.0330
chr12_003633.1	_chr12_003633.1_X	0		1461	_chr12_003633.1_Y	0		1461	1461	0.0509
chr12_003647.1	_chr12_003647.1_X	0		2589	_chr12_003647.1_Y	0		2589	2589	0.0080
chr12_003649.1	_chr12_003649.1_X	0		873	_chr12_003649.1_Y	0		873	873	0.0366
chr12_003652.1	_chr12_003652.1_X	0		2133	_chr12_003652.1_Y	0		2133	2133	0.0241
chr12_003658.1	_chr12_003658.1_X	0		1179	_chr12_003658.1_Y	0		1179	1179	0.0262
chr12_003669.1	_chr12_003669.1_X	0		2802	_chr12_003669.1_Y	0		2802	2802	0.0122
chr12_003687.1	_chr12_003687.1_X	0		2301	_chr12_003687.1_Y	0		2301	2301	0.0018
chr12_003691.1	_chr12_003691.1_X	0		1200	_chr12_003691.1_Y	0		1200	1200	0.0261
chr12_003710.1	_chr12_003710.1_X	0		2817	_chr12_003710.1_Y	0		2817	2817	0
chr12_003717.1	_chr12_003717.1_X	0		1101	_chr12_003717.1_Y	0		1101	1101	0.0553
chr12_003748.1	_chr12_003748.1_X	0		1266	_chr12_003748.1_Y	0		1266	1266	0.1063
chr12_003749.1	_chr12_003749.1_X	0		549	_chr12_003749.1_Y	0		549	549	0.0995
chr12_003754.1	_chr12_003754.1_X	0		2550	_chr12_003754.1_Y	0		2550	2550	0.0200
chr12_003762.1	_chr12_003762.1_X	0		1935	_chr12_003762.1_Y	0		1935	1935	0.0175
chr12_003764.1	_chr12_003764.1_X	0		2223	_chr12_003764.1_Y	0		2223	2223	0.0175
chr12_003798.1	_chr12_003798.1_X	0		2673	_chr12_003798.1_Y	0		2673	2673	0.0367
chr12_003800.1	_chr12_003800.1_X	0		375	_chr12_003800.1_Y	0		375	375	0.0191
chr12_003812.1	_chr12_003812.1_X	0		1425	_chr12_003812.1_Y	0		1425	1425	0
chr12_003815.1	_chr12_003815.1_X	0		1071	_chr12_003815.1_Y	0		1071	1071	0.0293
chr12_003826.1	_chr12_003826.1_X	0		1884	_chr12_003826.1_Y	0		1884	1884	0.0649
chr12_003829.1	_chr12_003829.1_X	0		1974	_chr12_003829.1_Y	0		1974	1974	0.0264
chr12_003844.1	_chr12_003844.1_X	0		8199	_chr12_003844.1_Y	0		8199	8199	0.0134
chr12_003845.1	_chr12_003845.1_X	0		1821	_chr12_003845.1_Y	0		1821	1821	0.0242
chr12_003859.1	_chr12_003859.1_X	0		1110	_chr12_003859.1_Y	0		1110	1110	0.1208
chr12_003860.1	_chr12_003860.1_X	0		924	_chr12_003860.1_Y	0		924	924	0.0477
chr12_003867.1	_chr12_003867.1_X	0		1713	_chr12_003867.1_Y	0		1713	1713	0.0234
chr12_003868.1	_chr12_003868.1_X	0		2517	_chr12_003868.1_Y	1	,2482	2517	2517	0.0501
chr12_003882.1	_chr12_003882.1_X	0		1449	_chr12_003882.1_Y	1	,799	1449	1449	0.0142
chr12_003885.1	_chr12_003885.1_X	0		1044	_chr12_003885.1_Y	0		1044	1044	0.0417
chr12_003889.1	_chr12_003889.1_X	0		858	_chr12_003889.1_Y	0		858	858	0.0054
chr12_003890.1	_chr12_003890.1_X	0		2196	_chr12_003890.1_Y	0		2196	2196	0.0119
chr12_003895.1	_chr12_003895.1_X	0		1020	_chr12_003895.1_Y	0		1020	1020	0.0038
chr12_003908.1	_chr12_003908.1_X	0		1269	_chr12_003908.1_Y	0		1269	1269	0.0361
chr12_003922.1	_chr12_003922.1_X	0		3171	_chr12_003922.1_Y	0		3171	3171	0.0325
chr12_003938.1	_chr12_003938.1_X	0		654	_chr12_003938.1_Y	0		654	654	0.0729
chr12_003948.1	_chr12_003948.1_X	0		885	_chr12_003948.1_Y	0		885	885	0.0567
chr12_003965.1	_chr12_003965.1_X	0		1245	_chr12_003965.1_Y	0		1245	1245	0.0290
chr12_003968.1	_chr12_003968.1_X	0		534	_chr12_003968.1_Y	0		534	534	0.0337
chr12_003969.1	_chr12_003969.1_X	0		831	_chr12_003969.1_Y	0		831	831	0
chr12_003973.1	_chr12_003973.1_X	0		576	_chr12_003973.1_Y	0		576	576	0.0260
chr12_003991.1	_chr12_003991.1_X	0		1254	_chr12_003991.1_Y	0		1254	1254	0.0401
