fasta_file_Name	X_sequence_name	X_number_internal_stop_codons	X_positions_internal_stop_codons	X_initial_sequence_length	Y_sequence_name	Y_number_stop_codons	Y_positions_stop_codons	Y_initial_sequence_length	final_XY_sequence_length	dS
chr12_001609.1	_chr12_001609.1_X	0		669	_chr12_001609.1_Y	0		669	669	0.0195
chr12_001612.1	_chr12_001612.1_X	0		1209	_chr12_001612.1_Y	0		1209	1209	0.0568
chr12_001614.1	_chr12_001614.1_X	0		1290	_chr12_001614.1_Y	0		1290	1290	0.0231
chr12_001615.1	_chr12_001615.1_X	0		1833	_chr12_001615.1_Y	0		1833	1833	0
chr12_001622.1	_chr12_001622.1_X	0		1347	_chr12_001622.1_Y	0		1347	1347	0
chr12_001624.1	_chr12_001624.1_X	0		1449	_chr12_001624.1_Y	0		1449	1449	0.0053
chr12_001625.1	_chr12_001625.1_X	0		1326	_chr12_001625.1_Y	0		1326	1326	0.0200
chr12_001634.1	_chr12_001634.1_X	0		2844	_chr12_001634.1_Y	0		2844	2844	0.0168
chr12_001639.1	_chr12_001639.1_X	0		1446	_chr12_001639.1_Y	0		1446	1446	0.0317
chr12_001640.1	_chr12_001640.1_X	0		1539	_chr12_001640.1_Y	0		1539	1539	0
chr12_001648.1	_chr12_001648.1_X	0		855	_chr12_001648.1_Y	0		855	855	0.0134
chr12_001650.1	_chr12_001650.1_X	0		2250	_chr12_001650.1_Y	0		2250	2250	0.0082
chr12_001653.1	_chr12_001653.1_X	0		1929	_chr12_001653.1_Y	0		1929	1929	0.0024
chr12_001654.1	_chr12_001654.1_X	0		1053	_chr12_001654.1_Y	0		1053	1053	0
chr12_001655.1	_chr12_001655.1_X	0		297	_chr12_001655.1_Y	0		297	297	0
chr12_001666.1	_chr12_001666.1_X	0		2670	_chr12_001666.1_Y	0		2670	2670	0.0276
chr12_001675.1	_chr12_001675.1_X	0		738	_chr12_001675.1_Y	0		738	738	0.0177
chr12_001694.1	_chr12_001694.1_X	0		384	_chr12_001694.1_Y	0		384	384	0.0595
chr12_001695.1	_chr12_001695.1_X	0		642	_chr12_001695.1_Y	0		642	642	0.0173
chr12_001700.1	_chr12_001700.1_X	0		1389	_chr12_001700.1_Y	0		1389	1389	0.0027
chr12_001701.1	_chr12_001701.1_X	0		732	_chr12_001701.1_Y	0		732	732	0.0192
chr12_001702.1	_chr12_001702.1_X	0		783	_chr12_001702.1_Y	0		783	783	0.0202
chr12_001703.1	_chr12_001703.1_X	0		1239	_chr12_001703.1_Y	0		1239	1239	0.0397
chr12_001704.1	_chr12_001704.1_X	0		1719	_chr12_001704.1_Y	0		1719	1719	0.0326
chr12_001705.1	_chr12_001705.1_X	0		705	_chr12_001705.1_Y	0		705	705	0.0176
chr12_001709.1	_chr12_001709.1_X	0		1512	_chr12_001709.1_Y	0		1512	1512	0
chr12_001710.1	_chr12_001710.1_X	0		828	_chr12_001710.1_Y	0		828	828	0.0052
chr12_001711.1	_chr12_001711.1_X	0		1578	_chr12_001711.1_Y	0		1578	1578	0.0023
chr12_001714.1	_chr12_001714.1_X	0		336	_chr12_001714.1_Y	0		336	336	0
chr12_001717.1	_chr12_001717.1_X	0		1185	_chr12_001717.1_Y	0		1185	1185	0.0068
chr12_001719.1	_chr12_001719.1_X	0		2091	_chr12_001719.1_Y	0		2091	2091	0
chr12_001726.1	_chr12_001726.1_X	0		2307	_chr12_001726.1_Y	0		2307	2307	0.0076
chr12_001728.1	_chr12_001728.1_X	0		1593	_chr12_001728.1_Y	0		1593	1593	0.0112
chr12_001730.1	_chr12_001730.1_X	0		474	_chr12_001730.1_Y	0		474	474	0
chr12_001733.1	_chr12_001733.1_X	0		1164	_chr12_001733.1_Y	0		1164	1164	0
chr12_001737.1	_chr12_001737.1_X	0		1491	_chr12_001737.1_Y	0		1491	1491	0
chr12_001743.1	_chr12_001743.1_X	0		846	_chr12_001743.1_Y	0		846	846	0.0153
chr12_001745.1	_chr12_001745.1_X	0		507	_chr12_001745.1_Y	0		507	507	0
chr12_001746.1	_chr12_001746.1_X	0		1716	_chr12_001746.1_Y	0		1716	1716	0.0063
chr12_001748.1	_chr12_001748.1_X	0		1947	_chr12_001748.1_Y	0		1947	1947	0.0035
chr12_001749.1	_chr12_001749.1_X	0		2193	_chr12_001749.1_Y	0		2193	2193	0.0175
chr12_001750.1	_chr12_001750.1_X	0		759	_chr12_001750.1_Y	0		759	759	0
chr12_001752.1	_chr12_001752.1_X	0		1752	_chr12_001752.1_Y	0		1752	1752	0.0026
chr12_001753.1	_chr12_001753.1_X	0		393	_chr12_001753.1_Y	0		393	393	0
chr12_001765.1	_chr12_001765.1_X	0		969	_chr12_001765.1_Y	0		969	969	0
chr12_001766.1	_chr12_001766.1_X	0		1926	_chr12_001766.1_Y	0		1926	1926	0.0136
chr12_001770.1	_chr12_001770.1_X	0		828	_chr12_001770.1_Y	0		828	828	0.0046
chr12_001780.1	_chr12_001780.1_X	0		4116	_chr12_001780.1_Y	0		4116	4116	0.0022
chr12_001781.1	_chr12_001781.1_X	0		4116	_chr12_001781.1_Y	0		4116	4116	0.0040
chr12_001782.1	_chr12_001782.1_X	0		1113	_chr12_001782.1_Y	0		1113	1113	0.0076
chr12_001783.1	_chr12_001783.1_X	0		1383	_chr12_001783.1_Y	0		1383	1383	0.0029
chr12_001784.1	_chr12_001784.1_X	0		723	_chr12_001784.1_Y	0		723	723	0
chr12_001787.1	_chr12_001787.1_X	0		729	_chr12_001787.1_Y	0		729	729	0.0511
chr12_001788.1	_chr12_001788.1_X	0		1569	_chr12_001788.1_Y	0		1569	1569	0
chr12_001789.1	_chr12_001789.1_X	0		3354	_chr12_001789.1_Y	0		3354	3354	0.0030
chr12_001792.1	_chr12_001792.1_X	0		3630	_chr12_001792.1_Y	0		3630	3630	0.0013
chr12_001796.1	_chr12_001796.1_X	0		2751	_chr12_001796.1_Y	0		2751	2751	0.0014
chr12_001797.1	_chr12_001797.1_X	0		1197	_chr12_001797.1_Y	0		1197	1197	0
chr12_001798.1	_chr12_001798.1_X	0		1158	_chr12_001798.1_Y	0		1158	1158	0.0136
chr12_001806.1	_chr12_001806.1_X	0		2115	_chr12_001806.1_Y	0		2115	2115	0.0040
chr12_001859.1	_chr12_001859.1_X	0		2613	_chr12_001859.1_Y	0		2613	2613	0.0030
chr12_001861.1	_chr12_001861.1_X	0		525	_chr12_001861.1_Y	0		525	525	0.0063
chr12_001878.1	_chr12_001878.1_X	0		2139	_chr12_001878.1_Y	0		2139	2139	0.0090
chr12_001884.1	_chr12_001884.1_X	0		702	_chr12_001884.1_Y	0		702	702	0.0051
chr12_001886.1	_chr12_001886.1_X	0		999	_chr12_001886.1_Y	0		999	999	0.0037
chr12_001898.1	_chr12_001898.1_X	0		1305	_chr12_001898.1_Y	0		1305	1305	0.0107
chr12_001925.1	_chr12_001925.1_X	0		981	_chr12_001925.1_Y	0		981	981	0
chr12_001954.1	_chr12_001954.1_X	0		3801	_chr12_001954.1_Y	0		3801	3801	0.0594
chr12_002158.1	_chr12_002158.1_X	0		5724	_chr12_002158.1_Y	0		5724	5724	0.0067
chr12_002178.1	_chr12_002178.1_X	0		1986	_chr12_002178.1_Y	0		1986	1986	0.0124
chr12_002321.1	_chr12_002321.1_X	0		330	_chr12_002321.1_Y	0		330	330	0
chr12_002362.1	_chr12_002362.1_X	0		1287	_chr12_002362.1_Y	0		1287	1287	0.0062
chr12_002383.1	_chr12_002383.1_X	0		861	_chr12_002383.1_Y	0		861	861	0.0063
chr12_002835.1	_chr12_002835.1_X	0		1320	_chr12_002835.1_Y	0		1320	1320	0.0060
chr12_002856.1	_chr12_002856.1_X	0		1821	_chr12_002856.1_Y	0		1821	1821	0.0049
chr12_002867.1	_chr12_002867.1_X	0		2130	_chr12_002867.1_Y	0		2130	2130	0.0116
chr12_002878.1	_chr12_002878.1_X	0		1320	_chr12_002878.1_Y	0		1320	1320	0.0279
chr12_002938.1	_chr12_002938.1_X	0		1317	_chr12_002938.1_Y	0		1317	1317	0.0091
chr12_002996.1	_chr12_002996.1_X	0		1071	_chr12_002996.1_Y	0		1071	1071	0.0297
chr12_003054.1	_chr12_003054.1_X	0		2295	_chr12_003054.1_Y	0		2295	2295	0.0176
chr12_003084.1	_chr12_003084.1_X	0		864	_chr12_003084.1_Y	0		864	864	0.0047
chr12_003129.1	_chr12_003129.1_X	0		1341	_chr12_003129.1_Y	0		1341	1341	0.0172
chr12_003160.1	_chr12_003160.1_X	0		2598	_chr12_003160.1_Y	0		2598	2598	0.0015
chr12_003241.1	_chr12_003241.1_X	0		1182	_chr12_003241.1_Y	0		1182	1182	0
chr12_003257.1	_chr12_003257.1_X	0		795	_chr12_003257.1_Y	0		795	795	0
chr12_003258.1	_chr12_003258.1_X	0		2367	_chr12_003258.1_Y	0		2367	2367	0.0039
chr12_003259.1	_chr12_003259.1_X	0		1014	_chr12_003259.1_Y	0		1014	1014	0
chr12_003260.1	_chr12_003260.1_X	0		1254	_chr12_003260.1_Y	0		1254	1254	0
chr12_003264.1	_chr12_003264.1_X	0		2310	_chr12_003264.1_Y	0		2310	2310	0
chr12_003269.1	_chr12_003269.1_X	0		444	_chr12_003269.1_Y	0		444	444	0.0077
chr12_003271.1	_chr12_003271.1_X	0		366	_chr12_003271.1_Y	0		366	366	0.0094
chr12_003276.1	_chr12_003276.1_X	0		909	_chr12_003276.1_Y	0		909	909	0
chr12_003287.1	_chr12_003287.1_X	0		597	_chr12_003287.1_Y	0		597	597	0.0298
chr12_003312.1	_chr12_003312.1_X	0		1161	_chr12_003312.1_Y	0		1161	1161	0.0089
chr12_003354.1	_chr12_003354.1_X	0		696	_chr12_003354.1_Y	0		696	696	0
chr12_003365.1	_chr12_003365.1_X	0		3171	_chr12_003365.1_Y	0		3171	3171	0.0142
chr12_003369.1	_chr12_003369.1_X	0		1038	_chr12_003369.1_Y	0		1038	1038	0.0048
chr12_003370.1	_chr12_003370.1_X	0		1101	_chr12_003370.1_Y	0		1101	1101	0
chr12_003372.1	_chr12_003372.1_X	0		2121	_chr12_003372.1_Y	0		2121	2121	0
chr12_003374.1	_chr12_003374.1_X	0		972	_chr12_003374.1_Y	0		972	972	0
chr12_003380.1	_chr12_003380.1_X	0		3363	_chr12_003380.1_Y	0		3363	3363	0
chr12_003383.1	_chr12_003383.1_X	0		3048	_chr12_003383.1_Y	0		3048	3048	0.0025
chr12_003384.1	_chr12_003384.1_X	0		2022	_chr12_003384.1_Y	0		2022	2022	0.0041
chr12_003405.1	_chr12_003405.1_X	0		762	_chr12_003405.1_Y	0		762	762	0.0261
chr12_003407.1	_chr12_003407.1_X	0		2295	_chr12_003407.1_Y	0		2295	2295	0.0081
chr12_003413.1	_chr12_003413.1_X	0		1731	_chr12_003413.1_Y	0		1731	1731	0
chr12_003414.1	_chr12_003414.1_X	0		1998	_chr12_003414.1_Y	0		1998	1998	0.0072
chr12_003415.1	_chr12_003415.1_X	0		396	_chr12_003415.1_Y	0		396	396	0
chr12_003419.1	_chr12_003419.1_X	0		2046	_chr12_003419.1_Y	0		2046	2046	0.0093
chr12_003429.1	_chr12_003429.1_X	0		1854	_chr12_003429.1_Y	0		1854	1854	0
chr12_003430.1	_chr12_003430.1_X	0		1659	_chr12_003430.1_Y	0		1659	1659	0
chr12_003431.1	_chr12_003431.1_X	0		579	_chr12_003431.1_Y	0		579	579	0
chr12_003437.1	_chr12_003437.1_X	0		2856	_chr12_003437.1_Y	0		2856	2856	0.0134
chr12_003438.1	_chr12_003438.1_X	0		534	_chr12_003438.1_Y	0		534	534	0.0209
chr12_003448.1	_chr12_003448.1_X	0		1014	_chr12_003448.1_Y	0		1014	1014	0
chr12_003449.1	_chr12_003449.1_X	0		2055	_chr12_003449.1_Y	0		2055	2055	0.0020
chr12_003450.1	_chr12_003450.1_X	0		1686	_chr12_003450.1_Y	0		1686	1686	0.0024
chr12_003451.1	_chr12_003451.1_X	0		315	_chr12_003451.1_Y	0		315	315	0.0446
chr12_003452.1	_chr12_003452.1_X	0		1458	_chr12_003452.1_Y	0		1458	1458	0.0029
chr12_003459.1	_chr12_003459.1_X	0		4128	_chr12_003459.1_Y	0		4128	4128	0.0134
chr12_003462.1	_chr12_003462.1_X	0		702	_chr12_003462.1_Y	0		702	702	0
chr12_003477.1	_chr12_003477.1_X	0		2229	_chr12_003477.1_Y	0		2229	2229	0.0042
chr12_003478.1	_chr12_003478.1_X	0		966	_chr12_003478.1_Y	0		966	966	0.0138
chr12_003479.1	_chr12_003479.1_X	0		1464	_chr12_003479.1_Y	0		1464	1464	0.0026
chr12_003480.1	_chr12_003480.1_X	0		2574	_chr12_003480.1_Y	0		2574	2574	0
chr12_003486.1	_chr12_003486.1_X	0		1758	_chr12_003486.1_Y	0		1758	1758	0.0051
chr12_003487.1	_chr12_003487.1_X	0		1344	_chr12_003487.1_Y	0		1344	1344	0.0052
chr12_003488.1	_chr12_003488.1_X	0		1353	_chr12_003488.1_Y	0		1353	1353	0
chr12_003491.1	_chr12_003491.1_X	0		1170	_chr12_003491.1_Y	0		1170	1170	0.0228
chr12_003492.1	_chr12_003492.1_X	0		1320	_chr12_003492.1_Y	0		1320	1320	0.0028
chr12_003506.1	_chr12_003506.1_X	0		1266	_chr12_003506.1_Y	0		1266	1266	0.0040
chr12_003507.1	_chr12_003507.1_X	0		390	_chr12_003507.1_Y	0		390	390	0.0212
chr12_003508.1	_chr12_003508.1_X	0		2052	_chr12_003508.1_Y	0		2052	2052	0.0049
chr12_003512.1	_chr12_003512.1_X	0		1647	_chr12_003512.1_Y	0		1647	1647	0.0027
chr12_003513.1	_chr12_003513.1_X	0		1044	_chr12_003513.1_Y	0		1044	1044	0.0051
chr12_003517.1	_chr12_003517.1_X	0		2073	_chr12_003517.1_Y	0		2073	2073	0.0213
chr12_003518.1	_chr12_003518.1_X	0		1548	_chr12_003518.1_Y	0		1548	1548	0
chr12_003520.1	_chr12_003520.1_X	0		975	_chr12_003520.1_Y	0		975	975	0.0167
chr12_003521.1	_chr12_003521.1_X	0		1866	_chr12_003521.1_Y	0		1866	1866	0
chr12_003533.1	_chr12_003533.1_X	0		2190	_chr12_003533.1_Y	0		2190	2190	0.0374
chr12_003537.1	_chr12_003537.1_X	0		1629	_chr12_003537.1_Y	0		1629	1629	0
chr12_003541.1	_chr12_003541.1_X	0		522	_chr12_003541.1_Y	0		522	522	0.0129
chr12_003545.1	_chr12_003545.1_X	0		2289	_chr12_003545.1_Y	0		2289	2289	0.0035
chr12_003550.1	_chr12_003550.1_X	0		2394	_chr12_003550.1_Y	0		2394	2394	0.0074
chr12_003552.1	_chr12_003552.1_X	0		1815	_chr12_003552.1_Y	0		1815	1815	0.0123
chr12_003553.1	_chr12_003553.1_X	0		795	_chr12_003553.1_Y	0		795	795	0.0300
chr12_003555.1	_chr12_003555.1_X	0		351	_chr12_003555.1_Y	0		351	351	0.0734
chr12_003556.1	_chr12_003556.1_X	0		612	_chr12_003556.1_Y	0		612	612	0.0123
chr12_003557.1	_chr12_003557.1_X	0		1380	_chr12_003557.1_Y	0		1380	1380	0
chr12_003558.1	_chr12_003558.1_X	0		489	_chr12_003558.1_Y	1	,433	489	489	0.0567
chr12_003573.1	_chr12_003573.1_X	0		576	_chr12_003573.1_Y	0		576	576	0.0277
chr12_003574.1	_chr12_003574.1_X	0		402	_chr12_003574.1_Y	0		402	402	0.0531
chr12_003578.1	_chr12_003578.1_X	0		900	_chr12_003578.1_Y	0		900	900	0.0243
chr12_003590.1	_chr12_003590.1_X	0		780	_chr12_003590.1_Y	0		780	780	0.0299
chr12_003591.1	_chr12_003591.1_X	0		948	_chr12_003591.1_Y	0		948	948	0.0345
chr12_003592.1	_chr12_003592.1_X	0		2421	_chr12_003592.1_Y	0		2421	2421	0.0298
chr12_003594.1	_chr12_003594.1_X	0		2160	_chr12_003594.1_Y	0		2160	2160	0.0160
chr12_003595.1	_chr12_003595.1_X	0		1872	_chr12_003595.1_Y	0		1872	1872	0.0124
chr12_003610.1	_chr12_003610.1_X	0		462	_chr12_003610.1_Y	0		462	462	0.0240
chr12_003616.1	_chr12_003616.1_X	0		1737	_chr12_003616.1_Y	0		1737	1737	0.0726
chr12_003617.1	_chr12_003617.1_X	0		2904	_chr12_003617.1_Y	0		2904	2904	0.0413
chr12_003618.1	_chr12_003618.1_X	0		1710	_chr12_003618.1_Y	0		1710	1710	0.0060
chr12_003621.1	_chr12_003621.1_X	0		1299	_chr12_003621.1_Y	0		1299	1299	0.0369
chr12_003622.1	_chr12_003622.1_X	0		429	_chr12_003622.1_Y	0		429	429	0.0150
chr12_003633.1	_chr12_003633.1_X	0		1461	_chr12_003633.1_Y	0		1461	1461	0.0273
chr12_003647.1	_chr12_003647.1_X	0		2589	_chr12_003647.1_Y	0		2589	2589	0.0259
chr12_003648.1	_chr12_003648.1_X	0		2097	_chr12_003648.1_Y	0		2097	2097	0.0148
chr12_003652.1	_chr12_003652.1_X	0		2133	_chr12_003652.1_Y	0		2133	2133	0.0151
chr12_003658.1	_chr12_003658.1_X	0		1179	_chr12_003658.1_Y	0		1179	1179	0.0263
chr12_003659.1	_chr12_003659.1_X	0		1263	_chr12_003659.1_Y	0		1263	1263	0
chr12_003662.1	_chr12_003662.1_X	0		1815	_chr12_003662.1_Y	0		1815	1815	0.0023
chr12_003663.1	_chr12_003663.1_X	0		1659	_chr12_003663.1_Y	0		1659	1659	0.0026
chr12_003669.1	_chr12_003669.1_X	0		2802	_chr12_003669.1_Y	0		2802	2802	0.0371
chr12_003690.1	_chr12_003690.1_X	0		684	_chr12_003690.1_Y	0		684	684	0.0172
chr12_003691.1	_chr12_003691.1_X	0		1200	_chr12_003691.1_Y	0		1200	1200	0.0467
chr12_003717.1	_chr12_003717.1_X	0		1101	_chr12_003717.1_Y	0		1101	1101	0.0142
chr12_003748.1	_chr12_003748.1_X	0		1266	_chr12_003748.1_Y	0		1266	1266	0.0876
chr12_003749.1	_chr12_003749.1_X	0		549	_chr12_003749.1_Y	0		549	549	0.0689
chr12_003754.1	_chr12_003754.1_X	0		2550	_chr12_003754.1_Y	0		2550	2550	0.0368
chr12_003762.1	_chr12_003762.1_X	0		1935	_chr12_003762.1_Y	0		1935	1935	0.0496
chr12_003764.1	_chr12_003764.1_X	0		2223	_chr12_003764.1_Y	0		2223	2223	0.0217
chr12_003777.1	_chr12_003777.1_X	0		1503	_chr12_003777.1_Y	0		1503	1503	0
chr12_003798.1	_chr12_003798.1_X	0		2673	_chr12_003798.1_Y	0		2673	2673	0.0204
chr12_003800.1	_chr12_003800.1_X	0		375	_chr12_003800.1_Y	0		375	375	0.0285
chr12_003809.1	_chr12_003809.1_X	0		2877	_chr12_003809.1_Y	0		2877	2877	0.0095
chr12_003812.1	_chr12_003812.1_X	0		1425	_chr12_003812.1_Y	0		1425	1425	0
chr12_003815.1	_chr12_003815.1_X	0		1071	_chr12_003815.1_Y	0		1071	1071	0.0159
chr12_003816.1	_chr12_003816.1_X	0		879	_chr12_003816.1_Y	0		879	879	0
chr12_003826.1	_chr12_003826.1_X	0		1884	_chr12_003826.1_Y	0		1884	1884	0.0615
chr12_003829.1	_chr12_003829.1_X	0		1974	_chr12_003829.1_Y	0		1974	1974	0.0262
chr12_003841.1	_chr12_003841.1_X	0		1056	_chr12_003841.1_Y	0		1056	1056	0
chr12_003844.1	_chr12_003844.1_X	0		8199	_chr12_003844.1_Y	0		8199	8199	0.0174
chr12_003845.1	_chr12_003845.1_X	0		1821	_chr12_003845.1_Y	0		1821	1821	0.0255
chr12_003859.1	_chr12_003859.1_X	0		1110	_chr12_003859.1_Y	0		1110	1110	0.1304
chr12_003860.1	_chr12_003860.1_X	0		924	_chr12_003860.1_Y	0		924	924	0.0453
chr12_003867.1	_chr12_003867.1_X	0		1713	_chr12_003867.1_Y	0		1713	1713	0.0294
chr12_003868.1	_chr12_003868.1_X	0		2517	_chr12_003868.1_Y	0		2517	2517	0.0527
chr12_003879.1	_chr12_003879.1_X	0		1599	_chr12_003879.1_Y	0		1599	1599	0.0311
chr12_003882.1	_chr12_003882.1_X	0		1449	_chr12_003882.1_Y	1	,1429	1449	1449	0.0327
chr12_003885.1	_chr12_003885.1_X	0		1044	_chr12_003885.1_Y	0		1044	1044	0.0616
chr12_003889.1	_chr12_003889.1_X	0		858	_chr12_003889.1_Y	0		858	858	0.0641
chr12_003890.1	_chr12_003890.1_X	0		2196	_chr12_003890.1_Y	0		2196	2196	0.0197
chr12_003908.1	_chr12_003908.1_X	0		1269	_chr12_003908.1_Y	0		1269	1269	0.0373
chr12_003919.1	_chr12_003919.1_X	0		1242	_chr12_003919.1_Y	0		1242	1242	0.0354
chr12_003922.1	_chr12_003922.1_X	0		3171	_chr12_003922.1_Y	0		3171	3171	0.0195
chr12_003938.1	_chr12_003938.1_X	0		654	_chr12_003938.1_Y	0		654	654	0.0353
chr12_003948.1	_chr12_003948.1_X	0		885	_chr12_003948.1_Y	0		885	885	0.0599
chr12_003965.1	_chr12_003965.1_X	0		1245	_chr12_003965.1_Y	0		1245	1245	0.0325
chr12_003968.1	_chr12_003968.1_X	0		534	_chr12_003968.1_Y	0		534	534	0.0232
chr12_003973.1	_chr12_003973.1_X	0		576	_chr12_003973.1_Y	0		576	576	0.0304
chr12_003991.1	_chr12_003991.1_X	0		1254	_chr12_003991.1_Y	0		1254	1254	0.0457
chr12_003992.1	_chr12_003992.1_X	0		591	_chr12_003992.1_Y	0		591	591	0.0375
chr12_004002.1	_chr12_004002.1_X	0		1707	_chr12_004002.1_Y	0		1707	1707	0.0493
chr12_004006.1	_chr12_004006.1_X	0		1875	_chr12_004006.1_Y	0		1875	1875	0.0377
chr12_004013.1	_chr12_004013.1_X	0		924	_chr12_004013.1_Y	0		924	924	0.1112
chr12_004047.1	_chr12_004047.1_X	0		696	_chr12_004047.1_Y	0		696	696	0.0706
chr12_004053.1	_chr12_004053.1_X	0		2721	_chr12_004053.1_Y	0		2721	2721	0.1138
chr12_004059.1	_chr12_004059.1_X	0		1122	_chr12_004059.1_Y	0		1122	1122	0.0272
chr12_004065.1	_chr12_004065.1_X	0		2079	_chr12_004065.1_Y	0		2079	2079	0
chr12_004072.1	_chr12_004072.1_X	0		615	_chr12_004072.1_Y	0		615	615	0.0211
chr12_004084.1	_chr12_004084.1_X	0		1092	_chr12_004084.1_Y	0		1092	1092	0.0410
chr12_004122.1	_chr12_004122.1_X	0		3693	_chr12_004122.1_Y	1	,1144	3693	3693	0.0101
chr12_004140.1	_chr12_004140.1_X	0		1692	_chr12_004140.1_Y	0		1692	1692	0
chr12_004145.1	_chr12_004145.1_X	0		1503	_chr12_004145.1_Y	0		1503	1503	0.0258
chr12_004171.1	_chr12_004171.1_X	0		888	_chr12_004171.1_Y	0		888	888	0.0169
chr12_004189.1	_chr12_004189.1_X	0		1350	_chr12_004189.1_Y	0		1350	1350	0.0288
chr12_004199.1	_chr12_004199.1_X	0		624	_chr12_004199.1_Y	0		624	624	0.0058
chr12_004200.1	_chr12_004200.1_X	0		1878	_chr12_004200.1_Y	0		1878	1878	0.0347
chr12_004204.1	_chr12_004204.1_X	0		1059	_chr12_004204.1_Y	0		1059	1059	0.0234
chr12_004206.1	_chr12_004206.1_X	0		4938	_chr12_004206.1_Y	0		4938	4938	0.0374
chr12_004226.1	_chr12_004226.1_X	0		1833	_chr12_004226.1_Y	0		1833	1833	0.0425
chr12_004238.1	_chr12_004238.1_X	0		1449	_chr12_004238.1_Y	0		1449	1449	0
chr12_004244.1	_chr12_004244.1_X	0		3714	_chr12_004244.1_Y	0		3714	3714	0.0321
chr12_004266.1	_chr12_004266.1_X	0		936	_chr12_004266.1_Y	0		936	936	0.0353
chr12_004267.1	_chr12_004267.1_X	0		1569	_chr12_004267.1_Y	0		1569	1569	0.0122
chr12_004278.1	_chr12_004278.1_X	0		1368	_chr12_004278.1_Y	0		1368	1368	0.0404
chr12_004305.1	_chr12_004305.1_X	0		1821	_chr12_004305.1_Y	0		1821	1821	0.0601
chr12_004310.1	_chr12_004310.1_X	0		627	_chr12_004310.1_Y	0		627	627	0.0250
chr12_004315.1	_chr12_004315.1_X	0		933	_chr12_004315.1_Y	0		933	933	0.0585
chr12_004382.1	_chr12_004382.1_X	0		2748	_chr12_004382.1_Y	0		2748	2748	0.0294
chr12_004389.1	_chr12_004389.1_X	0		759	_chr12_004389.1_Y	0		759	759	0.0211
chr12_004400.1	_chr12_004400.1_X	0		765	_chr12_004400.1_Y	0		765	765	0.0372
chr12_004408.1	_chr12_004408.1_X	0		819	_chr12_004408.1_Y	0		819	819	0.0456
chr12_004418.1	_chr12_004418.1_X	0		1446	_chr12_004418.1_Y	0		1446	1446	0.0391
chr12_004421.1	_chr12_004421.1_X	0		1683	_chr12_004421.1_Y	0		1683	1683	0.0375
chr12_004440.1	_chr12_004440.1_X	0		2553	_chr12_004440.1_Y	1	,559	2553	2553	0.0017
chr12_004441.1	_chr12_004441.1_X	0		963	_chr12_004441.1_Y	0		963	963	0.0049
chr12_004442.1	_chr12_004442.1_X	0		1995	_chr12_004442.1_Y	0		1995	1995	0.0558
chr12_004452.1	_chr12_004452.1_X	0		2250	_chr12_004452.1_Y	0		2250	2250	0
chr12_004455.1	_chr12_004455.1_X	0		693	_chr12_004455.1_Y	0		693	693	0.0495
chr12_004457.1	_chr12_004457.1_X	0		2331	_chr12_004457.1_Y	1	,1339	2331	2331	0.0280
chr12_004464.1	_chr12_004464.1_X	0		2601	_chr12_004464.1_Y	0		2601	2601	0.0440
chr12_004469.1	_chr12_004469.1_X	0		822	_chr12_004469.1_Y	0		822	822	0.0238
chr12_004479.1	_chr12_004479.1_X	0		2754	_chr12_004479.1_Y	0		2754	2754	0.0084
chr12_004487.1	_chr12_004487.1_X	0		378	_chr12_004487.1_Y	0		378	378	0.0571
chr12_004490.1	_chr12_004490.1_X	0		1893	_chr12_004490.1_Y	0		1893	1893	0.0604
chr12_004500.1	_chr12_004500.1_X	0		1938	_chr12_004500.1_Y	0		1938	1938	0.0409
chr12_004505.1	_chr12_004505.1_X	0		1806	_chr12_004505.1_Y	0		1806	1806	0.0266
chr12_004510.1	_chr12_004510.1_X	0		1200	_chr12_004510.1_Y	0		1200	1200	0.0589
chr12_004511.1	_chr12_004511.1_X	0		1194	_chr12_004511.1_Y	0		1194	1194	0.0883
chr12_004519.1	_chr12_004519.1_X	0		3999	_chr12_004519.1_Y	0		3999	3999	0.0211
chr12_004523.1	_chr12_004523.1_X	0		1344	_chr12_004523.1_Y	0		1344	1344	0.0170
chr12_004532.1	_chr12_004532.1_X	0		1764	_chr12_004532.1_Y	0		1764	1764	0.0219
chr12_004576.1	_chr12_004576.1_X	0		723	_chr12_004576.1_Y	0		723	723	0.1082
chr12_004577.1	_chr12_004577.1_X	0		12618	_chr12_004577.1_Y	0		12618	12618	0.0311
chr12_004592.1	_chr12_004592.1_X	0		1614	_chr12_004592.1_Y	0		1614	1614	0.0616
chr12_004593.1	_chr12_004593.1_X	0		2091	_chr12_004593.1_Y	0		2091	2091	0.0640
chr12_004598.1	_chr12_004598.1_X	0		894	_chr12_004598.1_Y	0		894	894	0.0952
chr12_004603.1	_chr12_004603.1_X	0		978	_chr12_004603.1_Y	0		978	978	0
chr12_004614.1	_chr12_004614.1_X	0		1782	_chr12_004614.1_Y	0		1782	1782	0.0335
chr12_004618.1	_chr12_004618.1_X	0		1254	_chr12_004618.1_Y	0		1254	1254	0.0961
chr12_004632.1	_chr12_004632.1_X	0		1995	_chr12_004632.1_Y	0		1995	1995	0
chr12_004639.1	_chr12_004639.1_X	0		1869	_chr12_004639.1_Y	0		1869	1869	0.0806
chr12_004640.1	_chr12_004640.1_X	0		1740	_chr12_004640.1_Y	0		1740	1740	0
